               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,            0.048655,             0.10387,           3.465e-08,             0.38132,             0.36007,             0.30824,            0.091155,             0.04232,             0.11434,          3.4129e-08,            0.008152,            0.008152,            0.008152
                 114,            0.050176,             0.10861,          3.4573e-08,             0.42196,             0.35294,             0.31782,            0.097701,            0.042261,             0.11393,          3.4604e-08,           0.0081355,           0.0081355,           0.0081355
                 115,            0.048435,             0.10122,          3.4176e-08,             0.46368,             0.34046,             0.33964,             0.09954,            0.042025,              0.1139,          3.3846e-08,            0.008119,            0.008119,            0.008119
                 116,            0.048266,             0.10228,          3.4303e-08,             0.36313,             0.33868,             0.26572,            0.073301,            0.043505,             0.11709,          3.4121e-08,           0.0081025,           0.0081025,           0.0081025
                 117,            0.048948,             0.10811,          3.4167e-08,             0.41049,              0.2959,             0.27918,            0.081707,            0.043097,             0.11538,          3.3335e-08,            0.008086,            0.008086,            0.008086
                 118,            0.048584,             0.10392,          3.4146e-08,             0.42554,             0.32264,              0.3024,            0.082812,            0.042597,             0.11126,          3.4041e-08,           0.0080695,           0.0080695,           0.0080695
                 119,            0.048079,             0.10296,          3.4138e-08,             0.39374,              0.3066,             0.29102,            0.080623,            0.042956,             0.11993,          3.2901e-08,            0.008053,            0.008053,            0.008053
                 120,            0.047664,             0.10067,          3.4404e-08,             0.47512,             0.33512,             0.31628,            0.087584,            0.042041,             0.11855,          3.4442e-08,           0.0080365,           0.0080365,           0.0080365
                 121,            0.048344,             0.10392,          3.4214e-08,             0.49345,              0.3262,             0.32057,            0.090353,            0.042494,             0.11591,          3.3777e-08,             0.00802,             0.00802,             0.00802
                 122,            0.047578,             0.10002,          3.4304e-08,              0.4411,             0.34225,             0.29789,            0.084836,            0.042242,             0.11787,          3.4098e-08,           0.0080035,           0.0080035,           0.0080035
                 123,            0.048569,             0.10021,          3.4457e-08,             0.47276,             0.35472,             0.34637,             0.09665,             0.04191,             0.11564,          3.4572e-08,            0.007987,            0.007987,            0.007987
                 124,            0.048102,              0.1017,          3.4383e-08,             0.42676,             0.36007,             0.33513,            0.091787,            0.042785,             0.11625,          3.4344e-08,           0.0079705,           0.0079705,           0.0079705
                 125,              0.0472,             0.10162,          3.4249e-08,             0.45289,             0.31729,             0.33254,            0.092497,            0.042507,             0.11392,          3.3526e-08,            0.007954,            0.007954,            0.007954
                 126,            0.048271,             0.10218,          3.4354e-08,             0.52288,              0.3262,             0.34813,            0.095602,            0.042527,             0.11538,          3.3749e-08,           0.0079375,           0.0079375,           0.0079375
                 127,            0.048735,               0.103,          3.4433e-08,             0.46085,             0.36364,             0.33813,            0.096735,            0.042419,             0.11452,          3.3815e-08,            0.007921,            0.007921,            0.007921
                 128,             0.04752,             0.10215,          3.4063e-08,             0.43573,             0.30125,             0.28945,            0.079763,            0.042634,             0.12353,          3.3155e-08,           0.0079045,           0.0079045,           0.0079045
                 129,             0.04757,             0.10159,          3.3843e-08,             0.40271,             0.35829,             0.31733,            0.083658,            0.042626,             0.11766,          3.3062e-08,            0.007888,            0.007888,            0.007888
                 130,            0.047882,             0.10304,          3.3895e-08,             0.45101,             0.33095,             0.31928,             0.08638,             0.04212,             0.11813,          3.3878e-08,           0.0078715,           0.0078715,           0.0078715
                 131,            0.046474,            0.095802,          3.4172e-08,             0.45893,              0.3369,             0.32299,             0.10349,            0.041901,             0.11507,          3.3468e-08,            0.007855,            0.007855,            0.007855
                 132,            0.047162,             0.10041,          3.4234e-08,             0.47819,             0.32442,             0.33492,            0.095993,            0.041779,             0.11608,          3.3721e-08,           0.0078385,           0.0078385,           0.0078385
                 133,            0.048302,             0.10216,           3.411e-08,             0.50473,             0.31729,             0.32168,            0.095269,            0.042661,             0.11726,           3.322e-08,            0.007822,            0.007822,            0.007822
                 134,            0.047205,            0.094509,          3.4138e-08,             0.50532,             0.31194,             0.32307,            0.095693,             0.04165,             0.11526,          3.3552e-08,           0.0078055,           0.0078055,           0.0078055
                 135,            0.047163,            0.098293,          3.4165e-08,             0.47827,             0.31551,             0.30746,            0.085952,            0.041923,             0.11667,          3.3262e-08,            0.007789,            0.007789,            0.007789
                 136,            0.047902,               0.102,          3.3806e-08,             0.49175,             0.33113,              0.3263,            0.095739,            0.041814,             0.11585,          3.3314e-08,           0.0077725,           0.0077725,           0.0077725
                 137,            0.047015,            0.098156,          3.3916e-08,             0.46623,              0.3005,             0.29802,            0.090643,             0.04279,             0.11938,          3.2948e-08,            0.007756,            0.007756,            0.007756
                 138,            0.047997,             0.10004,          3.3933e-08,             0.47108,             0.34938,             0.35086,             0.10373,            0.041694,             0.11662,          3.3645e-08,           0.0077395,           0.0077395,           0.0077395
                 139,             0.04717,            0.098848,          3.3874e-08,             0.45529,              0.3262,             0.31901,            0.093713,            0.042349,             0.11749,          3.3289e-08,            0.007723,            0.007723,            0.007723
                 140,            0.047105,            0.096387,          3.3657e-08,             0.39441,             0.35116,             0.30897,            0.090545,            0.042057,             0.12048,          3.3466e-08,           0.0077065,           0.0077065,           0.0077065
                 141,            0.047037,             0.10034,           3.387e-08,             0.49078,             0.34225,             0.33185,            0.094017,             0.04229,             0.11829,          3.3655e-08,             0.00769,             0.00769,             0.00769
                 142,             0.04731,             0.10075,           3.393e-08,               0.424,             0.33198,             0.29239,            0.083189,            0.043332,             0.12217,          3.3209e-08,           0.0076735,           0.0076735,           0.0076735
                 143,            0.047179,            0.097991,          3.4065e-08,             0.40613,             0.34581,             0.29624,            0.088356,            0.042081,             0.11979,          3.3186e-08,            0.007657,            0.007657,            0.007657
                 144,            0.047933,              0.1006,          3.4007e-08,             0.48318,             0.32442,             0.32431,            0.098338,            0.041654,             0.12261,            3.33e-08,           0.0076405,           0.0076405,           0.0076405
                 145,            0.047559,              0.1008,          3.3956e-08,             0.46681,             0.36898,             0.34442,            0.099827,            0.041721,             0.12009,          3.3357e-08,            0.007624,            0.007624,            0.007624
                 146,            0.047327,            0.098035,          3.3907e-08,             0.41462,              0.3779,             0.33668,             0.10251,            0.041887,             0.11734,          3.3267e-08,           0.0076075,           0.0076075,           0.0076075
                 147,            0.046916,            0.095453,          3.3642e-08,             0.46167,             0.35651,             0.33755,             0.10417,            0.041608,             0.11623,          3.3401e-08,            0.007591,            0.007591,            0.007591
                 148,            0.047431,            0.098574,          3.3919e-08,             0.45412,             0.35472,             0.33506,            0.099959,            0.041742,             0.11781,          3.3199e-08,           0.0075745,           0.0075745,           0.0075745
